DATETIME,price
2014-12-31 23:00:00,0.0013950916808208372
2015-01-02 23:00:00,0.001377097683853162
2015-01-05 23:00:00,0.001367777697125873
2015-01-06 23:00:00,0.001370706522394965
2015-01-07 23:00:00,0.0013771504954289693
2015-01-08 23:00:00,0.0013810681009634787
2015-01-09 23:00:00,0.0013768336774557589
2015-01-12 23:00:00,0.0013723324070906528
2015-01-13 23:00:00,0.001364521410062651
2015-01-14 23:00:00,0.0013479763621918064
2015-01-15 23:00:00,0.0013475435407667266
2015-01-16 23:00:00,0.0013432535204901106
2015-01-20 23:00:00,0.0013410792786804956
2015-01-21 23:00:00,0.0013434054338500065
2015-01-22 23:00:00,0.0013520103180767436
2015-01-23 23:00:00,0.0013508593310190171
2015-01-26 23:00:00,0.0013558846593146128
2015-01-27 23:00:00,0.001356682376640412
2015-01-28 23:00:00,0.0013580222666626975
2015-01-29 23:00:00,0.0013453068013374349
2015-01-30 23:00:00,0.0013483584585207446
2015-02-02 23:00:00,0.0013561036089510855
2015-02-03 23:00:00,0.0013693780320033224
2015-02-04 23:00:00,0.0013645574648487595
2015-02-05 23:00:00,0.0013725654261635724
2015-02-06 23:00:00,0.0013638495274375141
2015-02-09 23:00:00,0.0013728976465222453
2015-02-10 23:00:00,0.0013680304111612755
2015-02-11 23:00:00,0.0013598413749582221
2015-02-12 23:00:00,0.001378875563706192
2015-02-13 23:00:00,0.0013887214508922366
2015-02-17 23:00:00,0.0013831359620960456
2015-02-18 23:00:00,0.0013872108518738456
2015-02-19 23:00:00,0.0013884347406055194
2015-02-20 23:00:00,0.0013976602634072734
2015-02-23 23:00:00,0.0013799321001815635
2015-02-24 23:00:00,0.0013885129242212828
2015-02-25 23:00:00,0.0013926151290095654
2015-02-26 23:00:00,0.001388043936090483
2015-02-27 23:00:00,0.001393112988754804
2015-03-02 23:00:00,0.0013937930480461913
2015-03-03 23:00:00,0.0013919634208840945
2015-03-04 23:00:00,0.0013903724030094127
2015-03-05 23:00:00,0.0013809947195542061
2015-03-06 23:00:00,0.001366270596671431
2015-03-09 23:00:00,0.0013660177940517234
2015-03-10 23:00:00,0.0013467657969635342
2015-03-11 23:00:00,0.0013401825386404524
2015-03-12 23:00:00,0.0013511193629389992
2015-03-13 23:00:00,0.0013368628448645892
2015-03-16 23:00:00,0.0013359864599628256
2015-03-17 23:00:00,0.0013343823079741495
2015-03-18 23:00:00,0.0013407698334952885
2015-03-19 23:00:00,0.00133693592139434
2015-03-20 23:00:00,0.0013581455043969212
2015-03-23 23:00:00,0.0013748373056115778
2015-03-24 23:00:00,0.0013824382804953602
2015-03-25 23:00:00,0.0013861622469903865
2015-03-26 23:00:00,0.001381509979080495
2015-03-27 23:00:00,0.0013807372138065436
2015-03-30 23:00:00,0.0013714708256856608
2015-03-31 23:00:00,0.0013713944795488199
2015-04-01 23:00:00,0.0013907298009507422
2015-04-02 23:00:00,0.0013964193999720664
2015-04-03 23:00:00,0.0013964193999720664
2015-04-06 23:00:00,0.0014059738505040435
2015-04-07 23:00:00,0.0014108067989520427
2015-04-08 23:00:00,0.0014069328243825582
2015-04-09 23:00:00,0.0013938187238948495
2015-04-10 23:00:00,0.0013870802260389948
2015-04-13 23:00:00,0.0013932419279691596
2015-04-14 23:00:00,0.00140071956702427
2015-04-15 23:00:00,0.001402175692713202
2015-04-16 23:00:00,0.0014108603616302662
2015-04-17 23:00:00,0.0014037937210630586
2015-04-20 23:00:00,0.001394894759218324
2015-04-21 23:00:00,0.0013950786154874773
2015-04-22 23:00:00,0.0013897636655622913
2015-04-23 23:00:00,0.0014004550967344162
2015-04-24 23:00:00,0.0014051223745598991
2015-04-27 23:00:00,0.0014132743164941247
2015-04-28 23:00:00,0.0014231648752055302
2015-04-29 23:00:00,0.0014150760009356991
2015-04-30 23:00:00,0.0014222682098107176
2015-05-01 23:00:00,0.0014202980143037413
2015-05-04 23:00:00,0.0014139407821153966
2015-05-05 23:00:00,0.0014271073240574065
2015-05-06 23:00:00,0.0014209364754290638
2015-05-07 23:00:00,0.001429604892754846
2015-05-08 23:00:00,0.0014414162399933453
2015-05-11 23:00:00,0.0014253929812383613
2015-05-12 23:00:00,0.0014441492894273244
2015-05-13 23:00:00,0.0014481558221315874
2015-05-14 23:00:00,0.0014710520384611698
2015-05-15 23:00:00,0.0014636489261724967
2015-05-18 23:00:00,0.0014542298456113364
2015-05-19 23:00:00,0.0014448065675722235
2015-05-20 23:00:00,0.0014443957075503018
2015-05-21 23:00:00,0.00144423142064697
2015-05-22 23:00:00,0.0014331899521089404
2015-05-26 23:00:00,0.0014183856259078898
2015-05-27 23:00:00,0.001415393265953659
2015-05-28 23:00:00,0.001409651351029752
2015-05-29 23:00:00,0.0014091528297841395
2015-06-01 23:00:00,0.001393173747252642
2015-06-02 23:00:00,0.0013971900613218775
2015-06-03 23:00:00,0.001383913864480515
2015-06-04 23:00:00,0.0013834095750546694
2015-06-05 23:00:00,0.0013633990069858526
2015-06-08 23:00:00,0.0013781338072232881
2015-06-09 23:00:00,0.00139266356103026
2015-06-10 23:00:00,0.0013772078981351902
2015-06-11 23:00:00,0.0013800139801826345
2015-06-12 23:00:00,0.0013766578711034245
2015-06-15 23:00:00,0.0013707319447569845
2015-06-16 23:00:00,0.0013666249662673856
2015-06-17 23:00:00,0.0013699137878860962
2015-06-18 23:00:00,0.0013830819586291374
2015-06-19 23:00:00,0.0013759334197702634
2015-06-22 23:00:00,0.0013780586931250475
2015-06-23 23:00:00,0.0013720477355634458
2015-06-24 23:00:00,0.001374237307246599
