DATE_TIME,current_contract,next_contract,carry_contract
2022-02-14 23:00:00,20220200,20220500,20220500
2022-05-12 23:00:00,20220500,20220800,20220800
2022-08-12 23:00:00,20220800,20221100,20221100
2022-10-28 23:00:00,20221100,20230200,20230200
