DATE_TIME,current_contract,next_contract,carry_contract
2022-03-17 23:00:00,20220300,20220600,20220600
2022-06-14 23:00:00,20220600,20220900,20220900
2022-09-15 23:00:00,20220900,20221200,20221200
2022-10-31 16:00:00,20221200,20230300,20230300
