DATE_TIME,current_contract,next_contract,carry_contract
2021-06-14 23:00:00,20210600,20210900,20210900
2021-09-13 23:00:00,20210900,20211200,20211200
2021-12-10 17:00:02,20211200,20220300,20220300
2022-03-15 18:00:01,20220300,20220600,20220600
2022-06-10 18:00:01,20220600,20220900,20220900
2022-09-09 16:00:02,20220900,20221200,20221200
2022-10-31 20:00:00,20221200,20230300,20230300
