DATE_TIME,current_contract,next_contract,carry_contract
2021-11-29 23:00:00,20211200,20220300,20220300
2022-02-25 23:00:00,20220300,20220600,20220600
2022-05-31 23:00:00,20220600,20220900,20220900
2022-08-29 23:00:00,20220900,20221200,20221200
2022-10-28 23:00:00,20221200,20230300,20230300
